hostname,country,language
www.everycrsreport.com,,
www.expatica.com,,
www.expressen.se,,
www.fastcompany.com,,
www.fastcompany.com,,
www.faz.net,,
www.fireeye.com,,
www.fireeye.com,,
www.focus.de,,
www.foreignaffairs.com,,
www.forumfr.com,,
www.fourthfreedomforum.org,,
www.gdyungen.com,,
www.gettyimages.com,,
www.gettyimages.de,,
www.globaltradelawblog.com,,
www.groklaw.net,,
www.haguelawblog.com,,
www.helvidius.org,,
www.hoax-slayer.net,,
www.idahostatesman.com,,
www.iiss.org,,
www.inc.com,,
www.independent.com.mt,,
www.independent.org,,
www.independent.org,,
www.indianmilitary.info,,
www.informationdissemination.net,,
www.insider.com,,
www.isis-online.org,,
www.jacobinmag.com,,
www.janes.com,,
www.journalgazette.net,,
www.juancole.com,,
www.justice.gov,,
www.kaninchenforum.de,,
www.kedo.org,,
www.laopiniondezamora.es,,
www.larioja.com,,
www.laverdad.es,,
www.lawac.org,,
www.lesinrocks.com,,
www.lesswrong.com,,
www.letelegramme.fr,,
www.lewrockwell.com,,
www.lowyinterpreter.org,,
www.makorrishon.co.il,,
www.mazra3a.net,,
www.mekshat.com,,
www.meneame.net,,
www.meneame.net,,
www.mercedsunstar.com,,
www.miamiherald.com,,
www.middlepowers.org,,
www.militaryaerospace.com,,
www.mimundoanimal.net,,
www.minutouno.com,,
www.modernwarinstitute.org,,
www.morgenpost.de,,
www.motherjones.com,,
www.moz.de,,
www.moz.de,,
www.nationaldefensemagazine.org,,
www.nationalguard.mil,,
www.nationalreview.com,,
www.naval-technology.com,,
www.navyrecognition.com,,
www.navytimes.com,,
www.nbcdfw.com,,
www.neatorama.com,,
www.newser.com,,
www.newsru.com,,
www.newstatesman.com,,
www.newyorker.com,,
www.nkeconwatch.com,,
www.nkhiddengulag.org,,
www.nlg.org,,
www.nme.com,,
www.nordkorea-info.de,,
www.north-korea-travel.com,,
www.nouvelobs.com,,
www.npolicy.org,,
www.nukestrat.com,,
www.nwzonline.de,,
www.nybooks.com,,
www.nzz.ch,,
www.onemarinesview.com,,
www.opendoors.org.au,,
www.oprah.com,,
www.osservatoreromano.va,,
www.overlawyered.com,,
www.oxfordresearchgroup.org.uk,,
www.peaceaction.org,,
www.peacecoalition.org,,
www.peninsularity.com,,
www.pewresearch.org,,
www.politifact.com,,
www.politplatschquatsch.com,,
www.popehat.com,,
www.popsci.com,,
www.popsci.com,,
www.popularmechanics.com,,
www.post-gazette.com,,
www.pri.org,,
www.propublica.org,,
www.prospectmagazine.co.uk,,
www.rcaf-arc.forces.gc.ca,,
www.reachingcriticalwill.org,,
www.realcleardefense.com,,
www.realcleardefense.com,,
www.rebelnews.ie,,
www.redpepper.org.uk,,
www.rfa.org,,
www.roblox.com,,
www.samizdata.net,,
www.saturdayeveningpost.com,,
www.schneier.com,,
www.scotusblog.com,,
www.smithjournal.com.au,,
www.smokymountainnews.com,,
www.socawarriors.net,,
www.sott.net,,
www.spacewar.com,,
www.spectator.co.uk,,
www.startimes.com,,
www.stern.de,,
www.strategypage.com,,
www.streetwise.org,,
www.sueddeutsche.de,,
www.sunherald.com,,
www.swp-berlin.org,,
www.sydsvenskan.se,,
www.symantec.com,,
www.tagesspiegel.de,,
www.tagesspiegel.de,,
www.takimag.com,,
www.taringa.net,,
www.techdirt.com,,
www.terresacree.org,,
www.theamericanconservative.com,,
www.the-american-interest.com,,
www.theaustralian.com.au,,
www.theaustralian.com.au,,
www.thechicagocouncil.org,,
www.thegospelcoalition.org,,
www.thenewatlantis.com,,
www.theonion.com,,
www.theparisreview.org,,
www.theregister.co.uk,,
www.theroot.com,,
www.thestrategybridge.com,,
www.thesunmagazine.org,,
www.theweek.co.uk,,
www.thinkdefence.co.uk,,
www.timescolonist.com,,
www.tinker.af.mil,,
www.topnews.ru,,
www.toytowngermany.com,,
www.ucsusa.org,,
www.usmagazine.com,,
www.usni.org,,
www.vaticannews.va,,
www.vice.com,,
www.vice.com,,
www.vix.com,,
www.voakorea.com,,
www.wagingpeace.org,,
www.welt.de,,
www.whimn.com.au,,
www.worldpoliticsreview.com,,
www.worldsocialism.org,,
www.zimbio.com,,
yinks.or.kr,,
youngpioneertours.com,,
zcomm.org,,
